V 0.0.0.1 - VARIABLES,COMMENTS,br,de,en,eo,fr,hu,id,it,ja,lt,lv,nb,nl,pl,ro,ru,sk,sl,sv,tr,uk,zh
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__SWEDISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sv) is Swedish,Svedeg,Schwedisch,Swedish,Sveda,Suédois,,,,スウェーデン語,Švedų kalba,Zviedru valoda,,Zweeds,,,Шведский,,,Svenska,İsveçce,Шведська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TAHITIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ty) is Tahitian,Tahitieg,Tahitianisch,Tahitian,Tahitia,Tahitien,,,,タヒチ語,Taitiečių kalba,Taitiešu valoda,,Tahitiaans,,,Таитянский,,,Tahitiska,Tahitice,Таїтянська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TAGALOG,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : tl) is Tagalog,Tagalogeg,Tagalog,Tagalog,tagaloga,Tagalog,,,,タガログ語,Tagalų kalba,Tagalu valoda,,Tagalog,,,Тагальский,,,Tagalog,Tagalog Dili,Тагалог,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TAJIK,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : tg) is Tajik,Tadjikeg,Tadschikisch,Tajik,Taĝika,Tadjik,,,,タジク語,Tadžikų kalba,Tadžiku valoda,,Tadzjieks,,,Таджикский,,,Tadzjikiska,Tacikçe,Таджицька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TAMIL,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ta) is Tamil,Tamileg,Tamil,Tamil,Tamila,Tamoul,,,,タミル語,Tamilų kalba,Tamilu valoda,,Tamil,,,Тамильский,,,Tamil,Tamilce,Тамільська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TATAR,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : tt) is Tatar,Tatareg,Tatarisch,Tatar,Tatara,Tatar,,,,タタール語,Totorių kalba,Tatāru valoda,,Tataars,,,Татарский,,,Tatariska,Tatarca,Татарська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TELUGU,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : te) is Telugu,Telougoueg,Telugu,Telugu,Telugua,Télougou,,,,テルグ語,Telugų kalba,Telugu valoda,,Telugu,,,Телугу,,,Telugu,Telugu Dili,Телугу,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__THAI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : th) is Thai,Taieg,Thai,Thai,Taja,Thaïlandais,,,,タイ語,Tajų kalba,Taju valoda,,Thai,,,Тайский,,,Thailändska,Tayca,Тайська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TIBETAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : bo) is Tibetan,Tibeteg,Tibetisch,Tibetan,Tibeta,Tibétain,,,,チベット語,Tibetiečių kalba,Tibetiešu valoda,,Tibetaans,,,Тибетский,,,Tibetanska,Tibetçe,Тибетська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TIGRINYA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ti) is Tigrinya,Tigrinya,Tigrinya,Tigrinya,Tigraja,Tigrigna,,,,ティグリニャ語,Tigrinijų kalba,Tigrinja,,Tigrinya,,,Тигринья,,,Tigrinska,Tigrinya Dili,Тигрінья,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TONGA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : to) is Tonga,Tonga,Tongaisch,Tonga,Tongana,Tongien,,,,トンガ語,Tongos kalba,Tongiešu valoda,,Tongaans,,,Тонганский,,,Tonganska,Tongaca,Тонганська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TSONGA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ts) is Tsonga,Tsonga,Xitsonga,Tsonga,Conga,Tsonga,,,,ツォンガ語,Tsongų kalba,Congu valoda,,Tsonga,,,Тсонга,,,Tsonga,Tsonga Dili,Тсонґа,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TSWANA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : tn) is Tswana,Tswana,Setswana,Tswana,Cvana,Tswana,,,,ツワナ語,Tsvanų kalba,Cvanu valoda,,Tswana,,,Тсвана,,,Setswana,Setsvana Dili,Сетсвана,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TURKISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : tr) is Turkish,Turkeg,Türkisch,Turkish,Turka,Turc,,,,トルコ語,Turkų kalba,Turku valoda,,Turks,,,Турецкий,,,Turkiska,Türkçe,Турецька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TURKMEN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : tk) is Turkmen,Turkmeneg,Turkmenisch,Turkmen,Turkmena,Turkmène,,,,トルクメン語,Turkmėnų kalba,Turkmēņu valoda,,Turkmeens,,,Туркменский,,,Turkmenska,Türkmence,Туркменська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__TWI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : tw) is Twi,Twieg,Twi,Twi,Akana,Twi,,,,トウィ語,Tvi kalba,Tvī valoda,,Twi,,,Чви,,,Twi,Tvi Dili,Чві,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__UIGHUR,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ug) is Uighur,Uighur,Uigurisch,Uighur,Ujgura,Ouighour,,,,ウイグル語,Uigūrų kalba,Uiguru valoda,,Oeigoers,,,Уйгурский,,,Uiguriska,Uygurca,Уйгурська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__UKRAINIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : uk) is Ukrainian,Ukraineg,Ukrainisch,Ukrainian,Ukraina,Ukrainien,,,,ウクライナ語,Ukrainiečių kalba,Ukraiņu valoda,,Oekraïens,,,Украинский,,,Ukrainska,Ukraynaca,Українська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__URDU,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ur) is Urdu,Ourdoueg,Urdu,Urdu,Urdua,Ourdou,,,,ウルドゥー語,Urdu,Urdu,,Urdu,,,Урду,,,Urdu,Urdu Dili,Урду,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__UZBEK,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : uz) is Uzbek,Ouzbekeg,Usbekisch,Uzbek,Uzbeka,Ouzbek,,,,ウズベク語,Uzbekų kalba,Uzbeku valoda,,Oezbeeks,,,Узбекский,,,Uzbekiska,Özbekçe,Узбецька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__VENDA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ve) is Venda,Vendeg,Tshivenda,Venda,Vendaa,Venda,,,,ヴェンダ語,Vendų kalba,Vendu valoda,,Venda,,,Венда,,,Venda,Venda dili,Венда,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__VIETNAMESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : vi) is Vietnamese,Vietnameg,Vietnamesisch,Vietnamese,Vjetnama,Vietnamien,,,,ベトナム語,Vietnamiečių kalba,Vjetnamiešu valoda,,Vietnamees,,,Вьетнамский,,,Vietnamesiska,Vietnamca,В'єтнамська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__VOLAPUK,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : vo) is Volapük,Volapukeg,Volapük,Volapük,Volapuka,Volapük,,,,ヴォラピュク,Volapiukas,Volapiks,,Volapük,,,Волапюк,,,Volapük,Volapük Dili,Волапюк,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__WALLOON,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : wa) is Walloon,Walloneg,Wallonisch,Walloon,Valona,Wallon,,,,ワロン語,Valonų kalba,Valoņu valoda,,Waals,,,Валлонский,,,Vallonska,Wallon Dili,Валлонська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__WELSH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : cy) is Welsh,Kembraeg,Walisisch,Welsh,Kimra,Gallois,,,,ウェールズ語,Valų kalba,Velsiešu valoda,,Welsh,,,Валлийский,,,Kymriska,Galce,Валлійська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__WESTERN_FRISIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : fy) is Western Frisian,Frizeg ar c'hornôg,Westfriesisch,Western Frisian,Frisa,Frison occidental,,,,西フリジア語,Fryzų kalba,Rietumfrīzu valoda,,Westerlauwers Fries,,,Западнофризский ,,,Frisiska,Frizye Dili,Західно-фризька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__WOLOF,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : wo) is Wolof,Wolofeg,Wolof,Wolof,Volofa,Wolof,,,,ウォロフ語,Volofų kalba,Volofu valoda,,Wolof,,,Волоф,,,Wolof,Volof Dili,Волоф,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__XHOSA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : xh) is Xhosa,Xhosaeg,isiXhosa,Xhosa,Kosa,Xhosa,,,,コサ語,Kosų kalba,Isiķhosa,,Xhosa,,,Коса,,,Xhosa,Xhosa dili,Коса,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__YIDDISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : yi) is Yiddish,Yidicheg,Jiddisch,Yiddish,Jida,Yiddish,,,,イディッシュ語,Jidiš,Jidišs,,Jiddisch,,,Идиш,,,Jiddisch,Yidce,Їдиш,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__YORUBA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : yo) is Yoruba,Yoroubeg,Yoruba,Yoruba,Joruba,Yoruba,,,,ヨルバ語,Jorubų kalba,Jorubu valoda,,Yoruba,,,Йоруба,,,Yoruba,Yoruba Dili,Йоруба,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ZHUANG,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : za) is Zhuang,Djouangeg,Zhuang,Zhuang,Ĝuanga,Zhuang,,,,チワン語,Džuangų kalba,Džuanu valoda,,Zhuang,,,Чжуанский,,,Zhuang,Zosa Dili,Чжуан,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ZULU,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : zu) is Zulu,Zouloueg,isiZulu,Zulu,Zulua,Zoulou,,,,ズールー語,Zulų kalba,Zulu valoda,,Zoeloe,,,Зулу,,,Zulu,Zuluca,Зулу,
,,,,,,,,,,,,,,,,,,,,,,,
__BU_MAIN_OS_LIB__MSG__GetLinuxDistro__PROC_FILE_UNREADABLE,"This variable stores the message that warns the user that the Linux specific ""/proc/version"" file cannot be read",,,Unable to find or to read the %s file,,Impossible de trouver ou de lire le fichier %s,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
__BU_MAIN_POSIXTERM_LIB__MSG__,This variable stores the message that,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ConfEcho__VAR_CHK_ERR_OCC_INF,This variable stores the message that warns that an error has occurred while checking the value of a global status variable,,,AN ERROR OCCURED DURING THIS STATUS VARIABLE CHECKING --> %s    |    VALUE : %s !!!,,,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ConfEcho__VAR_CHK_ERR_OCC,This variable stores the message that warns that an error has occurred while checking the value of a global status variable,,,AN ERROR OCCURED DURING A STATUS VARIABLE CHECKING !!!,,,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ConfEcho__ERR_LOCATION,This variable stores the message that shows the location of the error,,,"In %s module, %s file, line %s --> ",,,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ConfEcho__ERR_DESC,This variable stores the message that shows the description of the error,,,Error : the %s variable's value is incorrect,,Erreur : la valeur de la variable %s est incorrecte,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ConfEcho__BAD_VAL,This variable stores the message that must be displayed before the faulty value,,,Bad value,,Valeur erronée,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ConfEcho__BAD_VAL_EMPTY_STR,This variable stores the message that shows that the faulty value is an empty string,,,An empty string,,Une chaîne de caractères vide,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ConfEcho__ALLOWED_VALS,This variable stores the message that must be displayed before printing the list of the allowed values,,,The allowed values are :,,Les valeurs autorisées sont :,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ConfEcho__ALLOWED_VAL_EMPTY_ARG,This variable stores the message that mentions that (one of) the correct value(s) is an empty string,,,An empty argument (empty string),,Un argument vide (chaîne de caractères vide),,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__CheckSTAT_TIME_HEADER__EXPECTED_VAR,"This variable stores the message that prints that the awaited value of the ""${__BU_MAIN_STAT_TIME_HEADER}"" variable is a number",,,An integer or a floating number,,Un nombre entier ou décimal,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__CheckSTAT_TIME_NEWLINE__EXPECTED_VAR,"This variable stores the message that prints that the awaited value of the ""${__BU_MAIN_STAT_TIME_NEWLINE}"" variable is a number",,,An integer or a floating number,,Un nombre entier ou décimal,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__CheckSTAT_TIME_TXT__EXPECTED_VAR,"This variable stores the message that prints that the awaited value of the ""${__BU_MAIN_STAT_TIME_TXT}"" variable is a number",,,An integer or a floating number,,Un nombre entier ou décimal,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ChangeSTAT_ECHO__BEGIN_REDIRECT,This variable stores the message that,,,BEGINNING REDIRECTING TEXT TO THE %s%s%s LOG FILE,,DÉBUT DE LA REDIRECTION DU TEXTE DANS LE FICHIER DE LOG %s%s%s,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ChangeSTAT_ECHO__ERR_LOCATION,This variable stores the message that,,,"In %s%s%s file, function %s%s%s, line %s%s%s --> Error :",,"Dans le fichier %s%s%s, dans la fonction %s%s%s, à la ligne %s%s%s --> Erreur :",,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ChangeSTAT_ECHO__ERR_DESC,This variable stores the message that,,,Unable to write in the %s%s%s log file,,Impossible d'écrire dans le fichier journal %s%s%s,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ChangeSTAT_ECHO__PLEASE_CHECK,This variable stores the message that,,,Please check the cause of this bug,,Veuillez vérifier la cause de ce bug,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ChangeSTAT_ECHO__PROBABLE_CAUSE,This variable stores the message that,,,The cause may be a problem of read and / or write permission,,La cause peut être un problème de permission de lecture et / ou d'écriture.,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ChangeSTAT_ECHO__ENDING_REDIRECT,This variable stores the message that,,,ENDED REDIRECTING TEXT TO THE %s%s%s LOG FILE,,FIN DE LA REDIRECTION DU TEXTE DANS LE FICHIER DE LOG %s%s%s,,,,,,,,,,,,,,,,,
__BU_MAIN_STATUS_LIB__MSG__ChangeSTAT_INITIALIZING__WARNING,This variable stores the message that,,,WARNING : It's strongly discouraged to change the %s variable's value from %s to %s,,AVERTISSEMENT : Il est fortement déconseillé de changer la valeur de la variable %s de %s à %s,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_LIB__MSG__CutSubStringAfterNthDelim__3RD_ARG_MUST_BE_INT,"This variable stores the message that warns that the third argument of the ""CutSubStringAfterNthDelim()"" function's value must be an integer",,,%s --> Warning : this function's third argument must be an integer,,%s --> Attention : le troisième argument de cette fonction doit être un nombre entier,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_LIB__MSG__CutSubStringBeforeNthDelim__3RD_ARG_MUST_BE_INT,"This variable stores the message that warns that the third argument of the ""CutSubStringBeforeNthDelim()"" function's value must be an integer",,,%s --> Warning : this function's third argument must be an integer,,%s --> Attention : le troisième argument de cette fonction doit être un nombre entier,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_LIB__MSG__DeleteLettersInString__1ST_ARG_MISSING,"This variable stores the message that warns that the first argument of the ""DeleteLettersInString()"" function is missing. The awaited value is a string",,,No string passed as first argument,,Aucune chaîne de caractères passée comme premier argument,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_LIB__MSG__GetSubStringBeforeDelim__3RD_ARG_MUST_BE_INT,"This variable stores the message that warns that the third argument of the ""GetSubStringBeforeDelim()"" function's value must be an integer",,,%s --> Warning : this function's third argument must be an integer,,%s --> Attention : le troisième argument de cette fonction doit être un nombre entier,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__,This variable stores the message that,,,,,,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__AQUA,This variable stores the message that,,,Aqua blue,,Bleu aquatique,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__BLACK,This variable stores the message that,,,Black,,Noir,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__BLUE,This variable stores the message that,,,Blue,,Bleu,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__CYAN,This variable stores the message that,,,Cyan blue,,Bleu cyan,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__FUCHSIA,This variable stores the message that,,,Fuchsia,,Fuchsia,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__GRAY,This variable stores the message that,,,Gray,,Gris,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__GREEN,This variable stores the message that,,,Green,,Vert,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__LIME,This variable stores the message that,,,Lime,,Citron vert,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__MAROON,This variable stores the message that,,,Maroon,,Marron,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__NAVY,This variable stores the message that,,,Navy blue,,Bleu marine,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__OLIVE,This variable stores the message that,,,Olive green,,Vert olive,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__ORANGE,This variable stores the message that,,,Orange,,Orange,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__PINK,This variable stores the message that,,,Pink,,Rose,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__PURPLE,This variable stores the message that,,,Purple,,Violet 1,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__RED,This variable stores the message that,,,Red,,Rouge,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__SALMON,This variable stores the message that,,,Salmon,,Saumon,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__SILVER,This variable stores the message that,,,Silver gray,,Gris argent,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__TAN,This variable stores the message that,,,Brown tan,,Brun clair,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__TEAL,This variable stores the message that,,,Teal blue,,Bleu canard,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__TURQUOISE,This variable stores the message that,,,Turquoise,,Turquoise,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__VIOLET,This variable stores the message that,,,Violet,,Violet 2,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__WHITE,This variable stores the message that,,,White,,Blanc,,,,,,,,,,,,,,,,,
__BU_MAIN_TEXT_FORMAT_LIB__MSG__LOCALIZED_COLOR__YELLOW,This variable stores the message that,,,Yellow,,Jaune,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
__BU_MAIN_TIME_LIB__MSG__,This variable stores the message that,,,,,,,,,,,,,,,,,,,,,,
